author_id,display_name,name_alternatives,n_name_alternatives,first_year,latest_year,career_length,works_count,n_distinct_institutions,top_institutions,n_topics_listed,top_topics,openalex_url,sample_freq,flagged
A5085496870,A. W. Castleman,"[""A W Castleman"", ""A W Castleman, Jr"", ""A. Castleman Jr"", ""A. Castleman, Jr."", ""A. W. CASTLEMAN""]",18,1970,2016,46,302,20,"[""Department of Physics, Mathematics and Informatics"", ""Laboratoire de Chimie Organique"", ""Universit\u00e9 Paris-Sud""]",5,"[""Advanced Chemical Physics Studies"", ""Spectroscopy and Quantum Chemical Studies"", ""Mass Spectrometry Techniques and Applications""]",https://openalex.org/A5085496870,1,False
A5129531362,Torsten Nielsen,"[""Nielsen, Torsten"", ""Torsten Nielsen""]",2,2015,2015,0,22,0,[],5,"[""Breast Cancer Treatment Studies"", ""BRCA gene mutations in cancer"", ""Breast Lesions and Carcinomas""]",https://openalex.org/A5129531362,1,False
A5063656212,Л. Т. Ксенофонтов,"[""Ksenofontov, L."", ""Ksenofontov, L. T."", ""Ksenofontov, Leonid T."", ""L T Ksenofontov"", ""L. Ksenofontov""]",13,1991,2025,34,110,7,"[""Kavli Institute for the Physics and Mathematics of the Universe"", ""Russian Academy of Sciences"", ""Institute for Cosmic Ray Research""]",5,"[""Astrophysics and Cosmic Phenomena"", ""Gamma-ray bursts and supernovae"", ""Dark Matter and Cosmic Phenomena""]",https://openalex.org/A5063656212,1,False
A5029857002,Itamar Couto Guedes de Jesus,"[""I.C.G. Jesus"", ""Itamar C G Jesus"", ""Itamar C Jesus"", ""Itamar C. G. Jesus"", ""Itamar C. G. de Jesus""]",12,2015,2026,11,52,6,"[""Instituto Butantan"", ""Universidade Federal de Minas Gerais"", ""Instituto de Ciencias Tecnol\u00f3gicas""]",5,"[""Receptor Mechanisms and Signaling"", ""Cardiac electrophysiology and arrhythmias"", ""Renin-Angiotensin System Studies""]",https://openalex.org/A5029857002,1,False
A5076627286,Lau Hoi Kit,"[""Lau Hoi Kit""]",1,2002,2005,3,3,1,"[""Hong Kong Polytechnic University""]",5,"[""Advanced Database Systems and Queries"", ""Semantic Web and Ontologies"", ""Data Management and Algorithms""]",https://openalex.org/A5076627286,1,False
A5023062969,冯卫平,"[""\u51af\u536b\u5e73""]",1,1984,2015,31,13,0,[],3,"[""Legal and Regulatory Analysis"", ""Linguistic, Cultural, and Literary Studies"", ""Military Technology and Strategies""]",https://openalex.org/A5023062969,1,False
A5101577418,Abhimanyu Kumar Jha,"[""A Jha"", ""A Kumar Jha"", ""A. K. Jha"", ""ABHIMANYU KUMAR JHA"", ""Abhimanyu Jha""]",8,1970,2026,56,120,11,"[""All India Institute of Medical Sciences"", ""Tribhuvan University Teaching Hospital"", ""Tribhuvan University""]",5,"[""Epigenetics and DNA Methylation"", ""Cancer-related gene regulation"", ""Evolutionary Game Theory and Cooperation""]",https://openalex.org/A5101577418,1,False
A5084126023,S. Çiraci,"[""Ciraci, S"", ""Ciraci, S."", ""Ciraci, Salim"", ""S Ciraci"", ""S. Ciraci""]",7,1974,2024,50,386,20,"[""Ankara (Czechia)"", ""Forschungszentrum J\u00fclich"", ""University of Illinois Chicago""]",5,"[""Graphene research and applications"", ""Surface and Thin Film Phenomena"", ""Quantum and electron transport phenomena""]",https://openalex.org/A5084126023,1,False
A5059893047,Silvia Krug,"[""Krug, Silvia"", ""Silvia Krug""]",2,2014,2026,12,70,3,"[""IMMS Institut f\u00fcr Mikroelektronik- und Mechatronik-Systeme gemeinn\u00fctzige GmbH (IMMS GmbH)"", ""Mid Sweden University"", ""Technische Universit\u00e4t Ilmenau""]",5,"[""Opportunistic and Delay-Tolerant Networks"", ""Mobile Ad Hoc Networks"", ""IoT and Edge/Fog Computing""]",https://openalex.org/A5059893047,1,False
A5071387993,Francisco Barceló-Arroyo,"[""Barcel\u00f3 Arroyo, Francisco"", ""F. Barcelo"", ""F. Barcelo-Arroyo"", ""F. Barcelo\u0301"", ""F. Barcel\u00f3""]",13,1996,2021,25,134,6,"[""Centre de Recerca Matem\u00e0tica"", ""FC Barcelona"", ""Polytechnic University of Puerto Rico""]",5,"[""Wireless Communication Networks Research"", ""Indoor and Outdoor Localization Technologies"", ""Wireless Networks and Protocols""]",https://openalex.org/A5071387993,1,False
A5042492907,Feng Leping,"[""Feng Leping""]",1,1990,2018,28,8,0,[],5,"[""Machine Fault Diagnosis Techniques"", ""Fluid Dynamics and Turbulent Flows"", ""Structural Health Monitoring Techniques""]",https://openalex.org/A5042492907,1,False
A5109040494,E. Plagnol,"[""E Plagnol"", ""E. PLAGNOL"", ""E. Plagnol"", ""Plagnol, E"", ""Plagnol, E.""]",5,1975,2025,50,162,37,"[""Lawrence Berkeley National Laboratory"", ""Centre de Gestion Scientifique"", ""Institut National de Physique Nucl\u00e9aire et de Physique des Particules""]",5,"[""Nuclear physics research studies"", ""Nuclear Physics and Applications"", ""High-Energy Particle Collisions Research""]",https://openalex.org/A5109040494,1,False
A5052865088,Yuxi Gao,"[""Gao Y"", ""Y GAO"", ""Y Gao"", ""Y. Gao"", ""Y. X. Gao""]",9,1999,2025,26,190,41,"[""State Key Laboratory of Natural and Biomimetic Drugs"", ""National Synchrotron Radiation Laboratory"", ""Jilin University""]",5,"[""Mercury impact and mitigation studies"", ""Heavy Metal Exposure and Toxicity"", ""Selenium in Biological Systems""]",https://openalex.org/A5052865088,1,False
A5114814809,Piotr Jankowski,"[""Piotr Jankowski""]",1,2024,2024,0,1,0,[],2,"[""Multi-Criteria Decision Making"", ""Fuzzy Logic and Control Systems""]",https://openalex.org/A5114814809,1,False
A5017225843,Smaïne Kouidri,"[""KOUIDRI, Sma\u00efne"", ""Kouidri, Smaine"", ""Kouidri, Sma\u00efne"", ""S Kouidri"", ""S. Kouidri""]",10,1992,2025,33,84,17,"[""Centre de Gestion Scientifique"", ""\u00c9cole nationale sup\u00e9rieure d'arts et m\u00e9tiers"", ""Universit\u00e9 Paris 1 Panth\u00e9on-Sorbonne""]",5,"[""Aerodynamics and Acoustics in Jet Flows"", ""Fluid Dynamics and Turbulent Flows"", ""Turbomachinery Performance and Optimization""]",https://openalex.org/A5017225843,1,False
A5034034893,Ali Hussein Alqahtani,"[""Ali Hussein Alqahtani""]",1,2015,2015,0,1,0,[],2,"[""Healthcare Policy and Management"", ""Medical Coding and Health Information""]",https://openalex.org/A5034034893,1,False
A5034804020,Giovanna R. Bellini,"[""Bellini, Giovanna Rita"", ""Giovanna Bellini"", ""Giovanna R. Bellini""]",3,2007,2020,13,16,5,"[""Classic Private University"", ""Ghent University"", ""University of Cambridge""]",5,"[""Ancient Mediterranean Archaeology and History"", ""Archaeological Research and Protection"", ""Image Processing and 3D Reconstruction""]",https://openalex.org/A5034804020,1,False
A5115605166,M. Gao,"[""Gao, Maodong"", ""M. Gao"", ""Maodong Gao""]",3,2006,2025,19,17,8,"[""China Academy of Railway Sciences"", ""Huazhong University of Science and Technology"", ""Chinese Academy of Sciences""]",5,"[""Photonic and Optical Devices"", ""Mechanical and Optical Resonators"", ""Advanced Fiber Laser Technologies""]",https://openalex.org/A5115605166,1,False
A5022041722,Marlan O. Scully,"[""M O Scully"", ""M Scully"", ""M. O Scully"", ""M. O. SCULLY"", ""M. O. Scully""]",19,1966,2026,60,1327,72,"[""Kurchatov Institute"", ""Los Alamos National Laboratory"", ""Yale University""]",5,"[""Quantum optics and atomic interactions"", ""Cold Atom Physics and Bose-Einstein Condensates"", ""Quantum Information and Cryptography""]",https://openalex.org/A5022041722,1,False
A5006625987,G Valenti,"[""G Valenti"", ""Gaetano Valenti""]",2,2002,2024,22,4,2,"[""Azienda di Rilievo Nazionale ed Alta Specializzazione"", ""University of Palermo""]",5,"[""Hepatitis B Virus Studies"", ""Liver Disease Diagnosis and Treatment"", ""Ovarian cancer diagnosis and treatment""]",https://openalex.org/A5006625987,1,False
A5034872297,Max F. Platzer,"[""M Platzer"", ""M. F. PLATZER"", ""M. F. Platzer"", ""M. PLATZER"", ""M. Platzer""]",16,1964,2026,62,326,20,"[""Progressive Energy (United Kingdom)"", ""California State University, Long Beach"", ""National Pension Service""]",5,"[""Fluid Dynamics and Turbulent Flows"", ""Computational Fluid Dynamics and Aerodynamics"", ""Biomimetic flight and propulsion mechanisms""]",https://openalex.org/A5034872297,1,True
A5030736596,Foong May Yeong,"[""Foong M. Yeong"", ""Foong May YEONG"", ""Foong May Yeong"", ""Yeong, Foong May""]",4,1994,2023,29,45,7,"[""Nanyang Technological University"", ""Moscow State University of Technologies and Management named after K.G. Razumovskiy"", ""Vienna Biocenter""]",5,"[""Microtubule and mitosis dynamics"", ""Innovative Teaching and Learning Methods"", ""Innovative Teaching Methods""]",https://openalex.org/A5030736596,1,False
A5063640595,S. Stanley,"[""S J Stanley"", ""S STANLEY"", ""S Stanley"", ""S. J. Stanley"", ""S. Stanley""]",8,1991,2025,34,133,22,"[""University of Alberta"", ""Michigan State University"", ""Muscular Dystrophy Canada""]",5,"[""Geomagnetism and Paleomagnetism Studies"", ""Astro and Planetary Science"", ""Planetary Science and Exploration""]",https://openalex.org/A5063640595,1,False
A5122087655,Björn Lindahl,"[""Bj\u00f6rn Lindahl"", ""Lindahl, Bj\u00f6rn""]",2,2024,2026,2,127205,0,[],0,[],https://openalex.org/A5122087655,6,False
A5106354564,Mazen Fawaz Alshammat,"[""Mazen Fawaz Alshammat""]",1,2024,2024,0,1,1,"[""Damascus University""]",3,"[""Online Learning and Analytics"", ""Intelligent Tutoring Systems and Adaptive Learning"", ""Engineering Education and Technology""]",https://openalex.org/A5106354564,1,False
A5022964664,Christoph Rudhart,"[""C. Rudhart *"", ""Christoph Rudhart"", ""Rudhart, Christoph Paul""]",3,1999,2005,6,11,1,"[""University of Stuttgart""]",5,"[""Quasicrystal Structures and Properties"", ""Mineralogy and Gemology Studies"", ""Microstructure and mechanical properties""]",https://openalex.org/A5022964664,1,False
A5092349350,Nikos Trembois,"[""Nikos Trembois""]",1,2023,2025,2,7,2,"[""California State University System"", ""University of California, Davis""]",5,"[""Aerodynamics and Acoustics in Jet Flows"", ""Fluid Dynamics and Turbulent Flows"", ""Acoustic Wave Phenomena Research""]",https://openalex.org/A5092349350,1,False
A5068671506,Michael Providenti,"[""M. Providenti"", ""Michael Providenti""]",2,2004,2023,19,8,1,"[""Northern Kentucky University""]",5,"[""Digital Accessibility for Disabilities"", ""Data Visualization and Analytics"", ""E-Government and Public Services""]",https://openalex.org/A5068671506,1,False
A5122930188,Kadri Põldmaa,"[""Kadri P\u00f5ldmaa"", ""P\u00f5ldmaa, Kadri""]",2,2024,2024,0,37846,0,[],0,[],https://openalex.org/A5122930188,4,False
A5006548312,Niraj Kumar Jha,"[""Jha, Niraj Kumar"", ""N Jha"", ""N Kumar Jha"", ""N.K. Jha"", ""Niraj Jha""]",10,1963,2026,63,399,19,"[""University of Delhi"", ""Indian Agricultural Research Institute"", ""Qassim University""]",5,"[""Alzheimer's disease research and treatments"", ""Medicinal Plants and Neuroprotection"", ""Nanoparticle-Based Drug Delivery""]",https://openalex.org/A5006548312,1,True
A5122711750,Kessy Abarenkov,"[""Abarenkov, Kessy"", ""Kessy Abarenkov""]",2,2024,2024,0,73728,0,[],0,[],https://openalex.org/A5122711750,6,False
A5077692655,Alfred O. Hero,"[""A. Hero"", ""A. O Hero"", ""A. O. Hero"", ""A. O. Hero III"", ""A.O Hero III""]",41,1910,2026,116,1048,54,"[""UNESCO"", ""Carnegie Mellon University"", ""Alexia Foundation""]",5,"[""Sparse and Compressive Sensing Techniques"", ""Statistical Methods and Inference"", ""Distributed Sensor Networks and Detection Algorithms""]",https://openalex.org/A5077692655,1,True
A5061514809,М. В. Примуш,"[""\u041c. \u0412. \u041f\u0440\u0438\u043c\u0443\u0448"", ""\u041c\u0438\u043a\u043e\u043b\u0430 \u0412\u0430\u0441\u0438\u043b\u044c\u043e\u0432\u0438\u0447 \u041f\u0440\u0438\u043c\u0443\u0448"", ""\u041c\u0438\u043a\u043e\u043b\u0430 \u041f\u0440\u0438\u043c\u0443\u0448""]",3,2023,2025,2,5,0,[],5,"[""Legal and Regulatory Analysis"", ""Linguistic, Cultural, and Literary Studies"", ""Military Technology and Strategies""]",https://openalex.org/A5061514809,1,False
A5013051791,Gözde AYKUT,"[""AYKUT, G\u00f6zde"", ""AYKUT, G\u00f6zde; AFYON KOCATEPE UNIVERSITY, INSTITUTE OF SOCIAL SCIENCES"", ""AYKUT, G\u00f6zde; \u00dcniversite"", ""Aykut, G\u00f6zde"", ""G\u00f6zde AYKUT""]",6,2021,2024,3,11,2,"[""Afyon Kocatepe University"", ""Institute of Social Sciences""]",5,"[""Cultural and Sociopolitical Studies"", ""Turkish Literature and Culture"", ""Media Discourse and Social  Analysis""]",https://openalex.org/A5013051791,1,False
A5100979028,Min Ye,"[""Min Ye"", ""Ye Min""]",2,2002,2025,23,13,7,"[""Nanjing Medical University"", ""Second Affiliated Hospital of Nanjing Medical University"", ""81th Hospital of PLA""]",5,"[""Acupuncture Treatment Research Studies"", ""Facial Nerve Paralysis Treatment and Research"", ""Diabetes, Cardiovascular Risks, and Lipoproteins""]",https://openalex.org/A5100979028,1,False
A5076350750,Qi Huang,"[""HUANG Qi"", ""HUANG, Qi"", ""Huang Qi"", ""Huang, Qi"", ""Q Huang""]",13,2000,2026,26,711,60,"[""Science and Technology Department of Sichuan Province"", ""Shanghai Normal University"", ""FZU \u2012 Institute of Physics of the Academy of Sciences of the Czech Republic""]",5,"[""Microgrid Control and Optimization"", ""Smart Grid Energy Management"", ""Power System Optimization and Stability""]",https://openalex.org/A5076350750,1,False
A5110725059,Allan Snavely,"[""A Snavely"", ""A. Snavely"", ""Allan E Snavely"", ""Allan E. Snavely"", ""Allan Edward Snavely""]",7,1998,2017,19,106,7,"[""San Diego Supercomputer Center"", ""Cornell University"", ""Urbana University""]",5,"[""Parallel Computing and Optimization Techniques"", ""Distributed and Parallel Computing Systems"", ""Advanced Data Storage Technologies""]",https://openalex.org/A5110725059,1,False
A5000148462,Natália Salamoni,"[""NATALIA SALAMONI"", ""NAT\u00c1LIA SALAMONI"", ""Nat\u00e1lia SALAMONI"", ""Nat\u00e1lia Salamoni"", ""Salamoni, Nat\u00e1lia,    1997-""]",5,2021,2026,5,17,8,"[""Expertise Engenharia (Brazil)"", ""AVM Faculdade Integrada"", ""Universidade Regional de Blumenau""]",5,"[""Concrete and Cement Materials Research"", ""Innovative concrete reinforcement materials"", ""Building materials and conservation""]",https://openalex.org/A5000148462,1,False
A5044981679,Milena F. Pinto,"[""Johann Amorim"", ""M. F. Pinto"", ""M.F. Pinto"", ""M.F.D. Pinto"", ""Milena F. Pinto""]",7,2014,2026,12,156,13,"[""Polytechnic Institute of Bragan\u00e7a"", ""Baker Hughes (United States)"", ""Sesame Workshop""]",5,"[""Robotics and Sensor-Based Localization"", ""Robotic Path Planning Algorithms"", ""UAV Applications and Optimization""]",https://openalex.org/A5044981679,1,False
A5018717498,Christoph Rußmann,"[""C Russmann"", ""C. Russmann"", ""C. Ru\u00dfmann"", ""Christoph Russmann"", ""Christoph Ru\u00dfmann""]",6,1994,2026,32,45,11,"[""Harvard University"", ""Carl Zeiss (Germany)"", ""Hawassa University""]",5,"[""Corneal surgery and disorders"", ""Mass Spectrometry Techniques and Applications"", ""Optical Coherence Tomography Applications""]",https://openalex.org/A5018717498,1,False
A5114427532,Nguyễn Thị Phương Lan,"[""Nguy\u1ec5n Th\u1ecb Ph\u01b0\u01a1ng Lan""]",1,2024,2024,0,1,0,[],1,"[""Research studies in Vietnam""]",https://openalex.org/A5114427532,1,False
A5099044571,L. Laruelle,"[""L. Laruelle"", ""Laruelle, L.""]",2,2024,2025,1,2,1,"[""University of Amsterdam""]",5,"[""Muscle activation and electromyography studies"", ""Music Technology and Sound Studies"", ""Rheology and Fluid Dynamics Studies""]",https://openalex.org/A5099044571,1,False
A5014794164,宋姗姗,"[""\u5b8b\u59d7\u59d7""]",1,2015,2015,0,1,0,[],3,"[""Legal and Regulatory Analysis"", ""Linguistic, Cultural, and Literary Studies"", ""Military Technology and Strategies""]",https://openalex.org/A5014794164,1,False
A5016382341,Van Doi Truong,"[""Van Doi Truong""]",1,2023,2026,3,8,2,"[""Hanyang University"", ""Anyang University""]",5,"[""Welding Techniques and Residual Stresses"", ""Additive Manufacturing Materials and Processes"", ""Thermography and Photoacoustic Techniques""]",https://openalex.org/A5016382341,1,False
A5057867117,Yaguan Qian,"[""Qian Ya-Guan"", ""Qian, Ya-guan"", ""Qian, Yaguan"", ""Ya-Guan Qian"", ""Ya-guan Qian""]",7,2005,2025,20,81,5,"[""Zhejiang University of Science and Technology"", ""Zhejiang University of Technology"", ""Zhejiang University""]",5,"[""Adversarial Robustness in Machine Learning"", ""Anomaly Detection Techniques and Applications"", ""Advanced Neural Network Applications""]",https://openalex.org/A5057867117,1,False
A5113393135,Ethan C. Brown,"[""Ethan Brown"", ""Ethan C. Brown""]",2,1991,2026,35,7,2,"[""California State University System"", ""University of California, Davis""]",5,"[""Aerodynamics and Acoustics in Jet Flows"", ""Computational Fluid Dynamics and Aerodynamics"", ""Combustion and flame dynamics""]",https://openalex.org/A5113393135,1,False
A5103256998,Joseph C. S. Lai,"["""", ""C. S. Lai, Joseph"", ""J C S Lai"", ""J LAI"", ""J. C. S. Lai""]",27,1979,2025,46,280,20,"[""University of Oklahoma Health Sciences Center"", ""ACT Government"", ""China Medical University""]",5,"[""Fluid Dynamics and Turbulent Flows"", ""Biomimetic flight and propulsion mechanisms"", ""Fluid Dynamics and Vibration Analysis""]",https://openalex.org/A5103256998,1,False
A5100405523,Yu Bai,"[""B. X. Yu"", ""B.\u2009X. Yu"", ""Bai Yu"", ""Bai, Y."", ""Bai, Y. X.""]",19,2000,2026,26,202,93,"[""Tianjin Medical University Eye Hospital"", ""Beijing Jiaotong University"", ""Shandong Institute of Business and Technology""]",5,"[""Quantum Chromodynamics and Particle Interactions"", ""Particle physics theoretical and experimental studies"", ""High-Energy Particle Collisions Research""]",https://openalex.org/A5100405523,1,False
A5113263012,Nada Aqila Mahmud,"[""Nada Aqila Mahmud""]",1,2024,2024,0,1,1,"[""Universitas Stikubank""]",2,"[""Data Mining and Machine Learning Applications"", ""Computer Science and Engineering""]",https://openalex.org/A5113263012,1,False
A5030813123,P. Soffitta,"[""P Soffitta"", ""P. SOFFITTA"", ""P. Soffitta"", ""P. Soffitta (7620596)"", ""P. Soffittaa""]",11,1990,2026,36,837,17,"[""Astronomical Observatory of Rome"", ""Istituto di Astrofisica Spaziale e Fisica Cosmica di Milano"", ""Istituto Nazionale di Fisica Nucleare, Sezione di Trieste""]",5,"[""Gamma-ray bursts and supernovae"", ""Astrophysics and Cosmic Phenomena"", ""Astrophysical Phenomena and Observations""]",https://openalex.org/A5030813123,1,False
A5043359961,Jeannine Missbach‐Guentner,"[""Jeannine Missbach-Guentner"", ""Jeannine Missbach\u2010Guentner""]",2,2006,2025,19,24,8,"[""Universit\u00e4tsmedizin G\u00f6ttingen"", ""Nephrologisches Zentrum Goettingen"", ""Max Planck Institute of Experimental Medicine""]",5,"[""Medical Imaging Techniques and Applications"", ""Cancer Research and Treatments"", ""Corneal surgery and disorders""]",https://openalex.org/A5043359961,1,False
A5067151905,Wolfgang Nolting,"[""Nolting, W."", ""Nolting, Wolfgang"", ""Nolting, Wolfgang 1944-"", ""W Nolting"", ""W. NOLTING""]",7,1971,2018,47,518,14,"[""Max Planck Institute for Plasma Physics"", ""Sofia University \""St. Kliment Ohridski\"""", ""University of W\u00fcrzburg""]",5,"[""Physics of Superconductivity and Magnetism"", ""Physics and Engineering Research Articles"", ""Quantum and electron transport phenomena""]",https://openalex.org/A5067151905,1,False
A5083214751,Nadine Ibrahim,"[""N. Ibrahim"", ""Nadine Ibrahim""]",2,2006,2025,19,32,4,"[""Malaysian Palm Oil Board"", ""University of Toronto"", ""University of Waterloo""]",5,"[""Engineering Education and Curriculum Development"", ""Environmental Impact and Sustainability"", ""Biomedical and Engineering Education""]",https://openalex.org/A5083214751,1,False
A5071495561,Alán Aspuru‐Guzik,"[""A Aspuru-guzik"", ""A. Aspuru-Guzik"", ""A. Aspuru\u2010Guzik"", ""AL\u00c1N ASPURU-GUZIK"", ""Alan Aspuru-Guzik""]",23,1998,2026,28,929,39,"[""Lawrence Berkeley National Laboratory"", ""Google (United States)"", ""Zapata (United States)""]",5,"[""Machine Learning in Materials Science"", ""Quantum Computing Algorithms and Architecture"", ""Quantum Information and Cryptography""]",https://openalex.org/A5071495561,1,False
A5091494133,Zhou Xiao-jie,"[""Zhou Xiao-jie"", ""Zhou Xiaojie""]",2,2000,2018,18,22,9,"[""Tsinghua University"", ""Guilin University of Technology"", ""Jiangxi Normal University""]",5,"[""Textile materials and evaluations"", ""Dam Engineering and Safety"", ""Advanced Computational Techniques and Applications""]",https://openalex.org/A5091494133,1,False
A5053051857,Qiang Hu,"[""Hu, Qiang"", ""Qiang Hu""]",2,2023,2026,3,7,5,"[""Ministry of Water Resources of the People's Republic of China"", ""Chinese Academy of Medical Sciences & Peking Union Medical College"", ""Zhangzhou Normal University""]",5,"[""Cervical Cancer and HPV Research"", ""AI in cancer detection"", ""Video Surveillance and Tracking Methods""]",https://openalex.org/A5053051857,1,False
A5041455393,Dilan YAR,"[""Dilan YAR"", ""Dilan Yar"", ""YAR, Dilan"", ""Yar, Dilan"", ""Yar, Dilan.""]",5,2018,2024,6,10,3,"[""Ankara Sosyal Bilimler \u00dcniversitesi"", ""Massachusetts Eye Research and Surgery Institute"", ""Mersin \u00dcniversitesi""]",5,"[""Maternal Mental Health During Pregnancy and Postpartum"", ""Gender Studies and Social Issues"", ""Gender Roles and Identity Studies""]",https://openalex.org/A5041455393,1,False
A5051127544,Esmaeil Heydari Asl,"[""Esmaeil Heydari Asl""]",1,2015,2015,0,2,1,"[""Islamic Azad University, Science and Research Branch""]",4,"[""EFL/ESL Teaching and Learning"", ""Education and Critical Thinking Development"", ""Lexicography and Language Studies""]",https://openalex.org/A5051127544,1,False
A5107608887,Fiza Javed,"[""Fiza Javed"", ""Javed, Fiza""]",2,2024,2024,0,2,0,[],3,"[""Galaxies: Formation, Evolution, Phenomena"", ""Astrophysical Phenomena and Observations"", ""Astronomy and Astrophysical Research""]",https://openalex.org/A5107608887,1,False
A5112118036,Zhou Zhen-jun,"[""Zhen-Jun Zhou"", ""Zhou Zhen-jun""]",2,2005,2018,13,5,5,"[""State Key Laboratory of Genetic Engineering"", ""Fudan University"", ""Hebei Normal University""]",5,"[""Prostate Cancer Diagnosis and Treatment"", ""Online and Blended Learning"", ""Pancreatic and Hepatic Oncology Research""]",https://openalex.org/A5112118036,1,False
A5044362542,Stanislava Šimonová,"[""S. Simonova"", ""Stanislava Simonova"", ""Stanislava \u0160imonov\u00e1"", ""\u0160imonov\u00e1, Stanislava""]",4,1999,2025,26,41,1,"[""University of Pardubice""]",5,"[""Education, Psychology, and Social Research"", ""Big Data and Business Intelligence"", ""Business Process Modeling and Analysis""]",https://openalex.org/A5044362542,1,False
A5091057275,Michael Creutz,"[""Creutz, M."", ""Creutz, Michael"", ""Creutz, Michael [Brookhaven National Laboratory (BNL), Upton, NY (United States)]"", ""M Creutz"", ""M. CREUTZ""]",12,1969,2026,57,251,30,"[""Tokushima University"", ""Office of Scientific and Technical Information"", ""Rutgers, The State University of New Jersey""]",5,"[""Quantum Chromodynamics and Particle Interactions"", ""Particle physics theoretical and experimental studies"", ""Theoretical and Computational Physics""]",https://openalex.org/A5091057275,1,False
A5054313482,Hans‐Rainer Trebin,"[""H R Trebin"", ""H. -R. Trebin"", ""H. R. Trebin"", ""H.-R Trebin"", ""H.-R. TREBIN""]",13,1975,2024,49,188,13,"[""University of Michigan\u2013Ann Arbor"", ""University of Stuttgart"", ""University of W\u00fcrzburg""]",5,"[""Quasicrystal Structures and Properties"", ""Liquid Crystal Research Advancements"", ""Mineralogy and Gemology Studies""]",https://openalex.org/A5054313482,1,False
A5076175309,M.D. Plette,"[""M.D. Plette""]",1,2015,2015,0,1,0,[],1,"[""Quality and Supply Management""]",https://openalex.org/A5076175309,1,False
A5029864670,N. Pecquet,"[""N. Pecquet""]",1,2005,2005,0,2,0,[],3,"[""Digital Innovation in Industries"", ""Medical Practices and Rehabilitation"", ""Innovation, Technology, and Society""]",https://openalex.org/A5029864670,1,False
A5110357239,Ulrich Johann,"[""Johann, U"", ""Johann, U."", ""Johann, Ulrich"", ""U A Johann"", ""U Johann""]",10,1979,2025,46,230,20,"[""University of Bonn"", ""University of Illinois System"", ""Deutsches Zentrum f\u00fcr Luft- und Raumfahrt e. V. (DLR)""]",5,"[""Advanced Measurement and Metrology Techniques"", ""Adaptive optics and wavefront sensing"", ""Laser Design and Applications""]",https://openalex.org/A5110357239,1,False
A5034952778,F.P. Burke,"[""Burke, F. P."", ""Burke, F.P."", ""F P Burke"", ""F. Burke"", ""F. P. BURKE""]",10,1973,2001,28,103,11,"[""Office of Scientific and Technical Information"", ""SRI International"", ""Consol Energy (United States)""]",5,"[""Coal Combustion and Slurry Processing"", ""Coal and Coke Industries Research"", ""Thermochemical Biomass Conversion Processes""]",https://openalex.org/A5034952778,1,False
A5079687270,Amnon Aharony,"[""A Aharony"", ""A. AHARONY"", ""A. Aharony"", ""AMNON AHARONY"", ""Aharony, A.""]",7,1970,2025,55,538,48,"[""Applied Physical Sciences (United States)"", ""University of California, Los Angeles"", ""University of Oslo""]",5,"[""Theoretical and Computational Physics"", ""Quantum and electron transport phenomena"", ""Physics of Superconductivity and Magnetism""]",https://openalex.org/A5079687270,1,False
