subfield,year,rank,work_id,title,authors_top3,concepts_top3,abstract_preview,primary_source
compilers,1975,37,https://openalex.org/W294272257,Architecture of Stack Machines,Robert W. Doran,Computer science (0.77); Stack (abstract data type) (0.76); Call stack (0.74),,Elsevier eBooks
compilers,1975,38,https://openalex.org/W1986652849,Removal of invariant statements from nested-loops in a single effective compiler pass,D. Neel; M. Amirchahy,Computer science (0.88); Compiler (0.80); Invariant (physics) (0.59),This document presents how one of the most important optimizations that a program may undergo is dealt with by means of attributes [7]. A semantic formalization of the classical method which consists of removing all loop-independent statements from the articulation blocks of a loop is given. The met...,ACM SIGPLAN Notices
compilers,1975,39,https://openalex.org/W1495679304,Conceptual Design of a Direct High-Level Language Processor,Howard Bloom,Computer science (0.83); Programmer (0.73); Programming language (0.71),,Elsevier eBooks
compilers,1975,40,https://openalex.org/W893476689,FILES: Automated Engineering Data Management System,Leonard A. Lopez,Computer science (0.78); Compiler (0.69); Data management (0.58),One approach to engineering data base management has been presented herein. The problem is a complex one and has no apparent correct or incorrect solution. Various techniques have been tried by other investigators. Each generation brings new ideas and hopefully better approaches to engineering data ...,Journal of the Structural Division
compilers,1975,41,https://openalex.org/W630731827,An introduction to compiler writing,J. S. Rohl,Compiler (0.72); Computer science (0.62); Programming language (0.59),,
compilers,1975,42,https://openalex.org/W2010102173,Biomac: Block structured programming using PDP‐11 assembler language,G. S. Herman‐Giddens; Robert Warren; R. C. Barr,Macro (0.91); Computer science (0.84); Subroutine (0.75),Abstract Users of small computers must often program in assembler language. Macros are described which assist in the construction of block structured programs in assembler language. The macros are used in practical day‐to‐day programming in a cardiac electrophysiology laboratory in which the coarse ...,Software Practice and Experience
compilers,1975,43,https://openalex.org/W4245202685,Syntax-directed description of incremental compilers,Hans Jürgen Schneider,Computer science (0.92); Programming language (0.83); Compiler (0.75),,Lecture notes in computer science
compilers,1975,44,https://openalex.org/W107200132,The SIMPL Family of Programming Languages and Compilers.,Victor R. Basili,Programming language (0.77); Computer science (0.74); Compiler (0.70),,Workshop on Graph-Theoretic Concepts in Computer Science
compilers,1975,45,https://openalex.org/W2028553829,A language design for vector machines,Victor R. Basili; John Knight,Computer science (0.79); Compiler (0.76); Programming language (0.64),"This paper deals with a programming language under development at NASA's Langley Research Center for the CDC STAR-100. The design goals for the language are that it be basic in design and able to be extended as deemed necessary to serve the user community, capable of the expression of efficient algo...",ACM SIGPLAN Notices
compilers,1975,46,https://openalex.org/W2615950992,Lexical analysis and parsing techniques for a vector machine,Michael K. Donegan; Stuart W. Kartzke,Computer science (0.85); Parsing (0.83); Compiler (0.70),The use of vector oriented hardware for compilation places a special burden on the compiler writer to make use of vector operations whenever possible. This paper presents various techniques for lexical analysis and parsing using the CDC STAR-100 instruction set. Although the similarity between APL a...,
compilers,1975,47,https://openalex.org/W4231813175,PATIWEN— a code for coulomb-nuclear interference calculations,Da Hsuan Feng; A.R. Barnett,Fortran (0.81); Compiler (0.78); Computer science (0.74),,Computer Physics Communications
compilers,1975,48,https://openalex.org/W2053153504,A theorem about automatic programming,Peter Kugel,Computer science (0.77); Debugging (0.76); Programming language (0.72),"An automatic programming system is a system (usually a programmed computer) that generates a program from partial information about that program (Figure 1). Looked at in this general way, automatic programming systems are hardly new. Assemblers are automatic programming systems. So are compilers, de...",ACM SIGART Bulletin
compilers,1975,49,https://openalex.org/W1510752621,Parsing as a subtask of compiling,Jaroslav Král; Jiří Demner,Computer science (0.89); Parsing (0.86); Programming language (0.57),,Lecture notes in computer science
compilers,1975,50,https://openalex.org/W1966759408,Building a programming language for a small computer: Reinventing the wheel,Gordon F. Pitz,Computer science (0.84); Programming language (0.84); Interpreter (0.83),,Behavior Research Methods
compilers,2020,1,https://openalex.org/W1536051636,Optimizing supercompilers for supercomputers,Michael Wolfe,Compiler (0.91); Computer science (0.90); Software portability (0.85),"Between a problem statement and its solution as a computer simulation are several steps, from choosing a method, writing a program, compiling to machine code, making runtime decisions, and hardware execution. Here we will look at the middle three decision points. What decisions should be and must be...",
compilers,2020,2,https://openalex.org/W3013348036,t|ket⟩: a retargetable compiler for NISQ devices,Seyon Sivarajah; Silas Dilkes; Alexander Cowtan,Compiler (0.86); Computer science (0.85); Optimizing compiler (0.54),"Abstract We present t | ket ⟩, a quantum software development platform produced by Cambridge Quantum Computing Ltd. The heart of t | ket ⟩ is a language-agnostic optimising compiler designed to generate code for a variety of NISQ devices, which has several features designed to minimise the influence...",Quantum Science and Technology
compilers,2020,3,https://openalex.org/W3104914200,t|ket> : A retargetable compiler for NISQ devices,Seyon Sivarajah; Silas Dilkes; Alexander Cowtan,Compiler (0.93); Computer science (0.82); Software (0.53),"We present t|ket>, a quantum software development platform produced by Cambridge Quantum Computing Ltd. The heart of t|ket> is a language-agnostic optimising compiler designed to generate code for a variety of NISQ devices, which has several features designed to minimise the influence of device erro...",Strathprints: The University of Strathclyde institutional repository (University of Strathclyde)
compilers,2020,4,https://openalex.org/W3040573126,GShard: Scaling Giant Models with Conditional Computation and Automatic Sharding,Dmitry Lepikhin; HyoukJoong Lee; Yuanzhong Xu,Computer science (0.84); Computation (0.67); Compiler (0.63),"Neural network scaling has been critical for improving the model quality in many real-world machine learning applications with vast amounts of training data and compute. Although this trend of scaling is affirmed to be a sure-fire approach for better model quality, there are challenges on the path s...",arXiv (Cornell University)
compilers,2020,5,https://openalex.org/W3011196476,Fast Packet Processing with eBPF and XDP,Marcos A. M. Vieira; Matheus S. Castanho; Racyus D. G. Pacífico,Computer science (0.92); Linux kernel (0.66); Packet processing (0.66),"Extended Berkeley Packet Filter (eBPF) is an instruction set and an execution environment inside the Linux kernel. It enables modification, interaction, and kernel programmability at runtime. eBPF can be used to program the eXpress Data Path (XDP), a kernel network layer that processes packets close...",ACM Computing Surveys
compilers,2020,6,https://openalex.org/W2990120385,Transparent SNARKs from DARK Compilers,Benedikt Bünz; Ben Fisch; Alan Szepieniec,Computer science (0.74); Gas meter prover (0.65); Compiler (0.57),,Lecture notes in computer science
compilers,2020,7,https://openalex.org/W3015844221,LVI: Hijacking Transient Execution through Microarchitectural Load Value Injection,Jo Van Bulck; Daniel Moghimi; Michael Schwarz,Computer science (0.81); Microarchitecture (0.72); x86 (0.58),"The recent Spectre attack first showed how to inject incorrect branch targets into a victim domain by poisoning microarchitectural branch prediction history. In this paper, we generalize injection-based methodologies to the memory hierarchy by directly injecting incorrect, attacker-controlled values...",
compilers,2020,8,https://openalex.org/W3007855180,A Survey of Compiler Testing,Junjie Chen; Jibesh Patra; Michael Pradel,Compiler (0.93); Computer science (0.88); Compiler correctness (0.87),"Virtually any software running on a computer has been processed by a compiler or a compiler-like tool. Because compilers are such a crucial piece of infrastructure for building software, their correctness is of paramount importance. To validate and increase the correctness of compilers, significant ...",ACM Computing Surveys
compilers,2020,9,https://openalex.org/W3004659153,The Deep Learning Compiler: A Comprehensive Survey,Mingzhen Li; Yi Liu; Xiaoyan Liu,Compiler (0.92); Computer science (0.80); Deep learning (0.79),"The difficulty of deploying various deep learning (DL) models on diverse DL hardware has boosted the research and development of DL compilers in the community. Several DL compilers have been proposed from both industry and academia such as Tensorflow XLA and TVM. Similarly, the DL compilers take the...",IEEE Transactions on Parallel and Distributed Systems
compilers,2020,10,https://openalex.org/W4288083528,Interstellar,Xuan Yang; Mingyu Gao; Qiaoyi Liu,Computer science (0.86); Nested loop join (0.74); Compiler (0.66),"We show that DNN accelerator micro-architectures and their program mappings represent specific choices of loop order and hardware parallelism for computing the seven nested loops of DNNs, which enables us to create a formal taxonomy of all existing dense DNN accelerators. Surprisingly, the loop tran...",
compilers,2020,11,https://openalex.org/W3017521908,"MAESTRO: A Data-Centric Approach to Understand Reuse, Performance, and Hardware Cost of DNN Mappings",Hyoukjun Kwon; Prasanth Chatarasi; Vivek Sarkar,Computer science (0.89); Compiler (0.68); Reuse (0.66),"The efficiency of an accelerator depends on three factors-mapping, deep neural network (DNN) layers, and hardware-constructing extremely complicated design space of DNN accelerators. To demystify such complicated design space and guide the DNN accelerator design for better efficiency, we propose an ...",IEEE Micro
compilers,2020,12,https://openalex.org/W2998785217,Efficient and Interpretable Deep Blind Image Deblurring Via Algorithm Unrolling,Yuelong Li; Mohammad Tofighi; Junyi Geng,Deblurring (0.94); Computer science (0.77); Loop unrolling (0.68),"Blind image deblurring remains a topic of enduring interest. Learning based approaches, especially those that employ neural networks have emerged to complement traditional model based methods and in many cases achieve vastly enhanced performance. That said, neural network approaches are generally em...",IEEE Transactions on Computational Imaging
compilers,2020,13,https://openalex.org/W3015998244,A Survey on Coarse-Grained Reconfigurable Architectures From a Performance Perspective,Artur Podobas; Kentaro Sano; Satoshi Matsuoka,Computer science (0.87); Compiler (0.62); Parallel computing (0.51),"With the end of both Dennard's scaling and Moore's law, computer users and researchers are aggressively exploring alternative forms of computing in order to continue the performance scaling that we have come to enjoy. Among the more salient and practical of the post-Moore alternatives are reconfigur...",IEEE Access
compilers,2020,14,https://openalex.org/W3042501387,DSAGEN: Synthesizing Programmable Spatial Accelerators,Jian Weng; Sihao Liu; Vidushi Dadu,Computer science (0.80); Compiler (0.76); Modular design (0.64),"Domain-specific hardware accelerators can provide orders of magnitude speedup and energy efficiency over general purpose processors. However, they require extensive manual effort in hardware design and software stack development. Automated ASIC generation (eg. HLS) can be insufficient, because the h...",
compilers,2020,15,https://openalex.org/W3015291177,RetroWrite: Statically Instrumenting COTS Binaries for Fuzzing and Sanitization,S. Dinesh; Nathan Burow; Dongyan Xu,Fuzz testing (0.88); Computer science (0.86); Instrumentation (computer programming) (0.66),"Analyzing the security of closed source binaries is currently impractical for end-users, or even developers who rely on third-party libraries. Such analysis relies on automatic vulnerability discovery techniques, most notably fuzzing with sanitizers enabled. The current state of the art for applying...",
compilers,2020,16,https://openalex.org/W3107362213,Random testing for C and C++ compilers with YARPGen,Vsevolod Livinskii; Dmitry Babokin; John Regehr,Compiler (0.89); Computer science (0.88); Fuzz testing (0.78),"Compilers should not crash and they should not miscompile applications. Random testing is an effective method for finding compiler bugs that have escaped other kinds of testing. This paper presents Yet Another Random Program Generator (YARPGen), a random test-case generator for C and C++ that we use...",Proceedings of the ACM on Programming Languages
compilers,2020,17,https://openalex.org/W3007772124,MLIR: A Compiler Infrastructure for the End of Moore's Law,Chris Lattner; Mehdi Amini; Uday Bondhugula,Compiler (0.77); Computer science (0.52); End-to-end principle (0.47),"This work presents MLIR, a novel approach to building reusable and extensible compiler infrastructure. MLIR aims to address software fragmentation, improve compilation for heterogeneous hardware, significantly reduce the cost of building domain specific compilers, and aid in connecting existing comp...",arXiv (Cornell University)
compilers,2020,18,https://openalex.org/W3033405216,EVA: an encrypted vector arithmetic language and compiler for efficient homomorphic computation,Roshan Dathathri; Blagovesta Kostova; Olli Saarikivi,Computer science (0.83); Homomorphic encryption (0.77); Compiler (0.74),"Fully-Homomorphic Encryption (FHE) offers powerful capabilities by enabling secure offloading of both storage and computation, and recent innovations in schemes and implementations have made it all the more attractive. At the same time, FHE is notoriously hard to use with a very constrained programm...",
compilers,2020,19,https://openalex.org/W3043406639,A Multi-Neural Network Acceleration Architecture,Eunjin Baek; Dongup Kwon; Jangwoo Kim,Computer science (0.87); Artificial neural network (0.68); Compile time (0.49),"A cost-effective multi-tenant neural network execution is becoming one of the most important design goals for modern neural network accelerators. For example, as emerging AI services consist of many heterogeneous neural network executions, a cloud provider wants to serve a large number of clients us...",
compilers,2020,20,https://openalex.org/W3034030180,Understanding memory and thread safety practices and issues in real-world Rust programs,Boqin Qin; Yilun Chen; Zeming Yu,Computer science (0.83); Memory safety (0.80); Compiler (0.78),Rust is a young programming language designed for systems software development. It aims to provide safety guarantees like high-level languages and performance efficiency like low-level languages. The core design of Rust is a set of strict safety rules enforced by compile-time checking. To support mo...,
compilers,2020,21,https://openalex.org/W3045745713,Declarative Experimentation in Information Retrieval using PyTerrier,Craig Macdonald; Nicola Tonellotto,Computer science (0.85); Python (programming language) (0.80); Suite (0.77),"The advent of deep machine learning platforms such as Tensorflow and Pytorch, developed in expressive high-level languages such as Python, have allowed more expressive representations of deep neural network architectures. We argue that such a powerful formalism is missing in information retrieval (I...",
compilers,2020,22,https://openalex.org/W3009698679,Hybrid Automata Library: A flexible platform for hybrid modeling with real-time visualization,Rafael Bravo; Etienne Baratchart; Jeffrey West,Computer science (0.83); Java (0.77); Programming language (0.63),"The Hybrid Automata Library (HAL) is a Java Library developed for use in mathematical oncology modeling. It is made of simple, efficient, generic components that can be used to model complex spatial systems. HAL's components can broadly be classified into: on- and off-lattice agent containers, finit...",PLoS Computational Biology
compilers,2020,23,https://openalex.org/W3041018972,Dense Recurrent Neural Networks for Accelerated MRI: History-Cognizant Unrolling of Optimization Algorithms,Seyed Amir Hossein Hosseini; Burhaneddin Yaman; Steen Moeller,Computer science (0.70); Gradient descent (0.60); Regularization (linguistics) (0.59),Inverse problems for accelerated MRI typically incorporate domain-specific knowledge about the forward encoding operator in a regularized reconstruction framework. Recently physics-driven deep learning (DL) methods have been proposed to use neural networks for data-driven regularization. These metho...,IEEE Journal of Selected Topics in Signal Processing
compilers,2020,24,https://openalex.org/W3015405072,Semantic Understanding of Smart Contracts: Executable Operational Semantics of Solidity,Jiao Jiao; Shuanglong Kan; Shang‐Wei Lin,Solidity (0.98); Computer science (0.82); Smart contract (0.68),"Bitcoin has been a popular research topic recently. Ethereum (ETH), a second generation of cryptocurrency, extends Bitcoin's design by offering a Turing-complete programming language called Solidity to develop smart contracts. Smart contracts allow creditable execution of contracts on EVM (Ethereum ...",
compilers,2020,25,https://openalex.org/W2948156386,Phase Gadget Synthesis for Shallow Circuits,Alexander Cowtan; Silas Dilkes; Ross Duncan,Quantum circuit (0.71); Computer science (0.69); Quantum computer (0.68),"We give an overview of the circuit optimisation methods used by tket, a compiler system for quantum software developed by Cambridge Quantum Computing Ltd. We focus on a novel technique based around phase gadgets, a family of multi-qubit quantum operations which occur naturally in a wide range of qua...",Electronic Proceedings in Theoretical Computer Science
compilers,2020,26,https://openalex.org/W3043167609,Bouquet of Instruction Pointers: Instruction Pointer Classifier-based Spatial Hardware Prefetching,Samuel Pakalapati; Biswabandan Panda,Computer science (0.88); Instruction prefetch (0.78); Spec# (0.77),"Hardware prefetching is one of the common off-chip DRAM latency hiding techniques. Though hardware prefetchers are ubiquitous in the commercial machines and prefetching techniques are well studied in the computer architecture community, the “memory wall” problem still exists after decades of microar...",
compilers,2020,27,https://openalex.org/W3020430839,"Kernel Operations on the GPU, with Autodiff, without Memory Overflows",Benjamin Charlier; Jean Feydy; Joan Glaunès,Computer science (0.77); Kernel (algebra) (0.63); Parallel computing (0.60),"The KeOps library provides a fast and memory-efficient GPU support for tensors whose entries are given by a mathematical formula, such as kernel and distance matrices. KeOps alleviates the major bottleneck of tensor-centric libraries for kernel and geometric applications: memory consumption. It also...",arXiv (Cornell University)
compilers,2020,28,https://openalex.org/W3088720812,Applications of time parallelization,Benjamin Ong; Jacob B. Schroder,Parallel computing (0.65); Computer science (0.62); Automatic parallelization (0.45),,Computing and Visualization in Science
compilers,2020,29,https://openalex.org/W3116479614,"OpenCGRA: An Open-Source Unified Framework for Modeling, Testing, and Evaluating CGRAs",Cheng Tan; Chenhao Xie; Ang Li,Computer science (0.84); Netlist (0.67); Dataflow (0.55),"Coarse-grained reconfigurable arrays (CGRAs), loosely defined as arrays of functional units (e.g., adder, subtractor, multiplier, divider, or larger multi-operation units, but smaller than a general-purpose core) interconnected through a Network-on-Chip, provide higher flexibility than domain-specif...",
compilers,2020,30,https://openalex.org/W3033543343,PyKonal: A Python Package for Solving the Eikonal Equation in Spherical and Cartesian Coordinates Using the Fast Marching Method,Malcolm C. A. White; Hongjian Fang; Nori Nakata,Python (programming language) (0.89); Eikonal equation (0.78); Cartesian coordinate system (0.75),Abstract This article introduces PyKonal: a new open-source Python package for computing travel times and tracing ray paths in 2D or 3D heterogeneous media using the fast marching method for solving the eikonal equation in spherical and Cartesian coordinates. Compiled with the Cython compiler framew...,Seismological Research Letters
compilers,2020,31,https://openalex.org/W2923924232,Extracting Success from IBM’s 20-Qubit Machines Using Error-Aware Compilation,Shin Nishio; Yulu Pan; Takahiko Satoh,Computer science (0.78); Adder (0.69); Metric (unit) (0.64),"NISQ (Noisy, Intermediate-Scale Quantum) computing requires error mitigation to achieve meaningful computation. Our compilation tool development focuses on the fact that the error rates of individual qubits are not equal, with a goal of maximizing the success probability of real-world subroutines su...",ACM Journal on Emerging Technologies in Computing Systems
compilers,2020,32,https://openalex.org/W3041984699,Boba: Authoring and Visualizing Multiverse Analyses,Yang Liu; Alex Kale; Tim Althoff,Computer science (0.83); Robustness (evolution) (0.72); Scripting language (0.72),"Multiverse analysis is an approach to data analysis in which all ""reasonable"" analytic decisions are evaluated in parallel and interpreted collectively, in order to foster robustness and transparency. However, specifying a multiverse is demanding because analysts must manage myriad variants from a c...",IEEE Transactions on Visualization and Computer Graphics
compilers,2020,33,https://openalex.org/W3042598257,iPIM: Programmable In-Memory Image Processing Accelerator Using Near-Bank Architecture,Peng Gu; Xinfeng Xie; Yufei Ding,Computer science (0.86); Bottleneck (0.55); Hardware acceleration (0.47),"Image processing is becoming an increasingly important domain for many applications on workstations and the datacenter that require accelerators for high performance and energy efficiency. GPU, which is the state-of-the-art accelerator for image processing, suffers from the memory bandwidth bottlene...",
compilers,2020,34,https://openalex.org/W3046697300,Lyra,Jiaqi Gao; Ennan Zhai; Hongqiang Harry Liu,Computer science (0.83); Compiler (0.68); Pipeline (software) (0.59),"Programmable data plane has been moving towards deployments in data centers as mainstream vendors of switching ASICs enable programmability in their newly launched products, such as Broadcom's Trident-4, Intel/Barefoot's Tofino, and Cisco's Silicon One. However, current data plane programs are writt...",
compilers,2020,35,https://openalex.org/W3093049763,"Learning Semantics-Enriched Representation via Self-discovery, Self-classification, and Self-restoration",Fatemeh Haghighi; Mohammad Reza Hosseinzadeh Taher; Zongwei Zhou,Computer science (0.81); Semantics (computer science) (0.79); Artificial intelligence (0.62),,Lecture notes in computer science
compilers,2020,36,https://openalex.org/W3016769527,A Hybrid Systolic-Dataflow Architecture for Inductive Matrix Algorithms,Jian Weng; Sihao Liu; Zhengrong Wang,Computer science (0.84); Dataflow (0.72); Parallel computing (0.68),"Dense linear algebra kernels are critical for wireless, and the oncoming proliferation of 5G only amplifies their importance. Due to the inductive nature of many such algorithms, parallelism is difficult to exploit: parallel regions have fine-grain producer/consumer interaction with iteratively chan...",
compilers,2020,37,https://openalex.org/W3007205676,Compiler-based graph representations for deep learning models of code,Alexander Brauckmann; Andrés Goens; Sebastian Ertel,Computer science (0.89); Compiler (0.80); Benchmark (surveying) (0.54),"In natural language processing, novel methods in deep learning, like recurrent neural networks (RNNs) on sequences of words, have been very successful. In contrast to natural languages, programming languages usually have a well-defined structure. With this structure compilers can reason about progra...",
compilers,2020,38,https://openalex.org/W3003638998,Toward “On‐Demand” Materials Synthesis and Scientific Discovery through Intelligent Robots,Jiagen Li; Yuxiao Tu; Rulin Liu,Reinforcement learning (0.65); Computer science (0.64); Compiler (0.53),"A Materials Acceleration Operation System (MAOS) is designed, with unique language and compiler architecture. MAOS integrates with virtual reality (VR), collaborative robots, and a reinforcement learning (RL) scheme for autonomous materials synthesis, properties investigations, and self-optimized qu...",Advanced Science
compilers,2020,39,https://openalex.org/W3093415205,Neural reverse engineering of stripped binaries using augmented control flow graphs,Yaniv David; Uri Alon; Eran Yahav,Executable (0.91); Computer science (0.85); Reverse engineering (0.78),"We address the problem of reverse engineering of stripped executables, which contain no debug information. This is a challenging problem because of the low amount of syntactic information available in stripped executables, and the diverse assembly code patterns arising from compiler optimizations. W...",Proceedings of the ACM on Programming Languages
compilers,2020,40,https://openalex.org/W3000271901,PiNN: A Python Library for Building Atomic Neural Networks of Molecules and Materials,Yunqi Shao; Matti Hellström; Pavlin D. Mitev,Python (programming language) (0.90); Computer science (0.75); MIT License (0.69),"Atomic neural networks (ANNs) constitute a class of machine learning methods for predicting potential energy surfaces and physicochemical properties of molecules and materials. Despite many successes, developing interpretable ANN architectures and implementing existing ones efficiently are still cha...",Journal of Chemical Information and Modeling
compilers,2020,41,https://openalex.org/W2953833525,The MetaCoq Project,Matthieu Sozeau; Abhishek Anand; Simon Boulier,Programming language (0.82); Computer science (0.78); Compiler (0.50),,Journal of Automated Reasoning
compilers,2020,42,https://openalex.org/W3018591247,Source Code Assessment and Classification Based on Estimated Error Probability Using Attentive LSTM Language Model and Its Application in Programming Education,Md. Mostafizer Rahman; Yutaka Watanobe; Keita Nakamura,Computer science (0.82); Source code (0.66); Syntax error (0.56),"The rate of software development has increased dramatically. Conventional compilers cannot assess and detect all source code errors. Software may thus contain errors, negatively affecting end-users. It is also difficult to assess and detect source code logic errors using traditional compilers, resul...",Applied Sciences
compilers,2020,43,https://openalex.org/W3109383821,How do programmers use unsafe rust?,Vytautas Astrauskas; Christoph Matheja; Federico Poli,Rust (programming language) (0.89); Computer science (0.80); Programmer (0.64),"Rust’s ownership type system enforces a strict discipline on how memory locations are accessed and shared. This discipline allows the compiler to statically prevent memory errors, data races, inadvertent side effects through aliasing, and other errors that frequently occur in conventional imperative...",Proceedings of the ACM on Programming Languages
compilers,2020,44,https://openalex.org/W3033117380,Binary rewriting without control flow recovery,Gregory J. Duck; Xiang Gao; Abhik Roychoudhury,Computer science (0.81); Rewriting (0.78); Control flow (0.66),"Static binary rewriting has many important applications in software security and systems, such as hardening, repair, patching, instrumentation, and debugging. While many different static binary rewriting tools have been proposed, most rely on recovering control flow information from the input binary...",
compilers,2020,45,https://openalex.org/W3004857775,Dynamic Task-based Intermittent Execution for Energy-harvesting Devices,Amjad Yousef Majid; Carlo Delle Donne; Kiwan Maeng,Computer science (0.87); Task (project management) (0.72); Embedded system (0.54),"Energy-neutral Internet of Things requires freeing embedded devices from batteries and powering them from ambient energy. Ambient energy is, however, unpredictable and can only power a device intermittently. Therefore, the paradigm of intermittent execution is to save the program state into non-vola...",ACM Transactions on Sensor Networks
compilers,2020,46,https://openalex.org/W3082750925,DAVE: Deriving Automatically Verilog from English,Hammond Pearce; Benjamin Tan; Ramesh Karri,Computer science (0.87); Verilog (0.81); Compiler (0.79),"Specifications for digital systems are provided in natural language, and engineers undertake significant efforts to translate these into the programming languages understood by compilers for digital systems. Automating this process allows designers to work with the language in which they are most co...",
compilers,2020,47,https://openalex.org/W3100550724,Efficient AI System Design With Cross-Layer Approximate Computing,Swagath Venkataramani; Xiao Sun; Naigang Wang,Computer science (0.81); Computer architecture (0.56); Compiler (0.54),"Advances in deep neural networks (DNNs) and the availability of massive real-world data have enabled superhuman levels of accuracy on many AI tasks and ushered the explosive growth of AI workloads across the spectrum of computing devices. However, their superior accuracy comes at a high computationa...",Proceedings of the IEEE
compilers,2020,48,https://openalex.org/W3107463960,SWIGLAL: Python and Octave interfaces to the LALSuite gravitational-wave data analysis libraries,Karl Wette,Python (programming language) (0.84); Scripting language (0.81); Computer science (0.81),"The LALSuite data analysis libraries, written in C, implement key routines critical to the successful detection of gravitational waves, such as the template waveforms describing the merger of two black holes or two neutron stars. SWIGLAL is a component of LALSuite which provides interfaces for Pytho...",SoftwareX
compilers,2020,49,https://openalex.org/W3005126554,ABCDPlace: Accelerated Batch-Based Concurrent Detailed Placement on Multithreaded CPUs and GPUs,Yibo Lin; Wuxi Li; Jiaqi Gu,Computer science (0.86); Parallel computing (0.73); Speedup (0.58),"Placement is an important step in modern verylarge-scale integrated (VLSI) designs. Detailed placement is a placement refining procedure intensively called throughout the design flow, thus its efficiency has a vital impact on design closure. However, since most detailed placement techniques are inhe...",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems
compilers,2020,50,https://openalex.org/W3107091372,Keeping modelling notebooks with TRACE: Good for you and good for environmental research and management support,Daniel Ayllón; Steven F. Railsback; Cara A. Gallagher,TRACE (psycholinguistics) (0.89); Computer science (0.76); Terminology (0.76),,Environmental Modelling & Software
